cycle,state,state_name,district,election_date,redistricting_era,cook_pvi,competitive,dem_name,rep_name,dem_incumbent,rep_incumbent,dem_previous_vote_share,rep_previous_vote_share,dem_fundraising_usd,rep_fundraising_usd,dem_vote_share,rep_vote_share,turnout,winner_party,partisan_lean,incumbency_advantage,economic_index,demographic_turnout_index,historical_turnout_rate,registered_voters,pollster,poll_sample_size,poll_population,poll_sponsor_class,poll_methodology,dem_poll_pct,rep_poll_pct,race_id,dem_option_id,rep_option_id,incumbent_party,previous_dem_share,previous_rep_share,polling_dem_share_base
2016,CA,California,CA-33,2016-11-08,2012_2020,4.85,True,DEM nominee CA-33 2016,REP nominee CA-33 2016,True,False,0.5453,0.4547,2136560,1260660,0.5375,0.4625,258100,DEM,4.85,4.0,-0.1,-0.0695,0.4,624982,District Panel Polling,600,lv,nonpartisan,mixed,51.63,48.37,US-HOUSE-CA-33-2016,US-HOUSE-CA-33-2016-D,US-HOUSE-CA-33-2016-R,DEM,0.5453,0.4547,0.5163
2016,CA,California,CA-34,2016-11-08,2012_2020,4.08,True,DEM nominee CA-34 2016,REP nominee CA-34 2016,True,False,0.5701,0.4299,1825368,2395264,0.5763,0.4237,219695,DEM,4.08,4.0,-0.1,-1.3312,0.4,561168,District Panel Polling,600,lv,nonpartisan,mixed,60.38,39.62,US-HOUSE-CA-34-2016,US-HOUSE-CA-34-2016-D,US-HOUSE-CA-34-2016-R,DEM,0.5701,0.4299,0.6038
2016,CA,California,CA-35,2016-11-08,2012_2020,11.0,False,DEM nominee CA-35 2016,REP nominee CA-35 2016,True,False,0.66,0.34,513791,503745,0.6741,0.3259,207426,DEM,11.0,4.0,-0.1,-1.3461,0.4,510834,District Panel Polling,400,lv,nonpartisan,mixed,65.49,34.51,US-HOUSE-CA-35-2016,US-HOUSE-CA-35-2016-D,US-HOUSE-CA-35-2016-R,DEM,0.66,0.34,0.6549
2016,CA,California,CA-36,2016-11-08,2012_2020,18.86,False,DEM nominee CA-36 2016,REP nominee CA-36 2016,True,False,0.6935,0.3065,317202,537222,0.7033,0.2967,227819,DEM,18.86,4.0,-0.1,0.927,0.4,541342,District Panel Polling,400,lv,nonpartisan,mixed,70.59,29.41,US-HOUSE-CA-36-2016,US-HOUSE-CA-36-2016-D,US-HOUSE-CA-36-2016-R,DEM,0.6935,0.3065,0.7059
2016,CA,California,CA-37,2016-11-08,2012_2020,5.79,True,DEM nominee CA-37 2016,REP nominee CA-37 2016,False,True,0.461,0.539,2063704,2173871,0.4863,0.5137,242546,REP,5.79,4.0,-0.1,1.2108,0.4,620394,District Panel Polling,600,lv,nonpartisan,mixed,52.07,47.93,US-HOUSE-CA-37-2016,US-HOUSE-CA-37-2016-D,US-HOUSE-CA-37-2016-R,REP,0.461,0.539,0.5207
2016,CA,California,CA-38,2016-11-08,2012_2020,25.57,False,DEM nominee CA-38 2016,REP nominee CA-38 2016,True,False,0.7791,0.2209,458786,720001,0.7903,0.2097,200163,DEM,25.57,4.0,-0.1,-1.3165,0.4,532239,District Panel Polling,400,lv,nonpartisan,mixed,81.3,18.7,US-HOUSE-CA-38-2016,US-HOUSE-CA-38-2016-D,US-HOUSE-CA-38-2016-R,DEM,0.7791,0.2209,0.813
2016,CA,California,CA-39,2016-11-08,2012_2020,21.61,False,DEM nominee CA-39 2016,REP nominee CA-39 2016,True,False,0.7164,0.2836,484757,390333,0.7371,0.2629,206098,DEM,21.61,4.0,-0.1,-1.2034,0.4,505618,District Panel Polling,400,lv,nonpartisan,mixed,71.03,28.97,US-HOUSE-CA-39-2016,US-HOUSE-CA-39-2016-D,US-HOUSE-CA-39-2016-R,DEM,0.7164,0.2836,0.7103
2016,CA,California,CA-40,2016-11-08,2012_2020,18.12,False,DEM nominee CA-40 2016,REP nominee CA-40 2016,True,False,0.7215,0.2785,287881,595221,0.6971,0.3029,219522,DEM,18.12,4.0,-0.1,0.4439,0.4,528050,District Panel Polling,400,lv,nonpartisan,mixed,70.01,29.99,US-HOUSE-CA-40-2016,US-HOUSE-CA-40-2016-D,US-HOUSE-CA-40-2016-R,DEM,0.7215,0.2785,0.7001
2016,CA,California,CA-41,2016-11-08,2012_2020,-0.73,True,DEM nominee CA-41 2016,REP nominee CA-41 2016,False,True,0.4586,0.5414,2001033,2274480,0.4392,0.5608,236854,REP,-0.73,4.0,-0.1,-0.2086,0.4,578411,District Panel Polling,600,lv,nonpartisan,mixed,41.17,58.83,US-HOUSE-CA-41-2016,US-HOUSE-CA-41-2016-D,US-HOUSE-CA-41-2016-R,REP,0.4586,0.5414,0.4117
2016,CA,California,CA-42,2016-11-08,2012_2020,3.71,True,DEM nominee CA-42 2016,REP nominee CA-42 2016,True,False,0.587,0.413,1985182,2255404,0.577,0.423,209636,DEM,3.71,4.0,-0.1,-0.9279,0.4,523801,District Panel Polling,600,lv,nonpartisan,mixed,59.75,40.25,US-HOUSE-CA-42-2016,US-HOUSE-CA-42-2016-D,US-HOUSE-CA-42-2016-R,DEM,0.587,0.413,0.5975
2016,CA,California,CA-43,2016-11-08,2012_2020,20.27,False,DEM nominee CA-43 2016,REP nominee CA-43 2016,True,False,0.7687,0.2313,572022,579270,0.7414,0.2586,190867,DEM,20.27,4.0,-0.1,1.6345,0.4,479513,District Panel Polling,400,lv,nonpartisan,mixed,73.63,26.37,US-HOUSE-CA-43-2016,US-HOUSE-CA-43-2016-D,US-HOUSE-CA-43-2016-R,DEM,0.7687,0.2313,0.7363
2016,CA,California,CA-44,2016-11-08,2012_2020,18.91,False,DEM nominee CA-44 2016,REP nominee CA-44 2016,True,False,0.7032,0.2968,747752,414107,0.6881,0.3119,204636,DEM,18.91,4.0,-0.1,1.5754,0.4,521156,District Panel Polling,400,lv,nonpartisan,mixed,71.1,28.9,US-HOUSE-CA-44-2016,US-HOUSE-CA-44-2016-D,US-HOUSE-CA-44-2016-R,DEM,0.7032,0.2968,0.711
2016,CA,California,CA-45,2016-11-08,2012_2020,23.2,False,DEM nominee CA-45 2016,REP nominee CA-45 2016,True,False,0.7848,0.2152,465764,330524,0.7569,0.2431,198829,DEM,23.2,4.0,-0.1,-1.9035,0.4,537446,District Panel Polling,400,lv,nonpartisan,mixed,73.46,26.54,US-HOUSE-CA-45-2016,US-HOUSE-CA-45-2016-D,US-HOUSE-CA-45-2016-R,DEM,0.7848,0.2152,0.7346
2016,CA,California,CA-46,2016-11-08,2012_2020,5.4,True,DEM nominee CA-46 2016,REP nominee CA-46 2016,True,False,0.5457,0.4543,2652409,2902711,0.5577,0.4423,251594,DEM,5.4,4.0,-0.1,-0.9914,0.4,597722,District Panel Polling,600,lv,nonpartisan,mixed,56.26,43.74,US-HOUSE-CA-46-2016,US-HOUSE-CA-46-2016-D,US-HOUSE-CA-46-2016-R,DEM,0.5457,0.4543,0.5626
2016,CA,California,CA-47,2016-11-08,2012_2020,25.56,False,DEM nominee CA-47 2016,REP nominee CA-47 2016,True,False,0.7903,0.2097,362348,477737,0.7705,0.2295,258694,DEM,25.56,4.0,-0.1,-0.3743,0.4,593961,District Panel Polling,400,lv,nonpartisan,mixed,75.14,24.86,US-HOUSE-CA-47-2016,US-HOUSE-CA-47-2016-D,US-HOUSE-CA-47-2016-R,DEM,0.7903,0.2097,0.7514
2016,CA,California,CA-48,2016-11-08,2012_2020,0.07,True,DEM nominee CA-48 2016,REP nominee CA-48 2016,True,False,0.5468,0.4532,2465467,886815,0.5509,0.4491,210315,DEM,0.07,4.0,-0.1,0.8508,0.4,496546,District Panel Polling,600,lv,nonpartisan,mixed,52.15,47.85,US-HOUSE-CA-48-2016,US-HOUSE-CA-48-2016-D,US-HOUSE-CA-48-2016-R,DEM,0.5468,0.4532,0.5215
2016,CA,California,CA-49,2016-11-08,2012_2020,7.89,False,DEM nominee CA-49 2016,REP nominee CA-49 2016,True,False,0.637,0.363,691337,171441,0.6079,0.3921,193148,DEM,7.89,4.0,-0.1,0.0271,0.4,467923,District Panel Polling,400,lv,nonpartisan,mixed,63.5,36.5,US-HOUSE-CA-49-2016,US-HOUSE-CA-49-2016-D,US-HOUSE-CA-49-2016-R,DEM,0.637,0.363,0.635
2016,CA,California,CA-50,2016-11-08,2012_2020,3.57,True,DEM nominee CA-50 2016,REP nominee CA-50 2016,False,True,0.4405,0.5595,2653333,1537341,0.4611,0.5389,205763,REP,3.57,4.0,-0.1,1.103,0.4,499172,District Panel Polling,600,lv,nonpartisan,mixed,48.06,51.94,US-HOUSE-CA-50-2016,US-HOUSE-CA-50-2016-D,US-HOUSE-CA-50-2016-R,REP,0.4405,0.5595,0.4806
2016,CA,California,CA-51,2016-11-08,2012_2020,26.98,False,DEM nominee CA-51 2016,REP nominee CA-51 2016,True,False,0.8247,0.1753,439792,177863,0.8007,0.1993,207279,DEM,26.98,4.0,-0.1,-1.7177,0.4,566961,District Panel Polling,400,lv,nonpartisan,mixed,78.22,21.78,US-HOUSE-CA-51-2016,US-HOUSE-CA-51-2016-D,US-HOUSE-CA-51-2016-R,DEM,0.8247,0.1753,0.7822
2016,CA,California,CA-52,2016-11-08,2012_2020,0.64,True,DEM nominee CA-52 2016,REP nominee CA-52 2016,True,False,0.5399,0.4601,1187735,903078,0.5507,0.4493,217871,DEM,0.64,4.0,-0.1,0.8944,0.4,590586,District Panel Polling,600,lv,nonpartisan,mixed,58.12,41.88,US-HOUSE-CA-52-2016,US-HOUSE-CA-52-2016-D,US-HOUSE-CA-52-2016-R,DEM,0.5399,0.4601,0.5812
2016,CO,Colorado,CO-01,2016-11-08,2012_2020,17.54,False,DEM nominee CO-01 2016,REP nominee CO-01 2016,True,False,0.6991,0.3009,552488,274204,0.6969,0.3031,196534,DEM,17.54,4.0,-0.1,-1.4741,0.4,536268,District Panel Polling,400,lv,nonpartisan,mixed,66.9,33.1,US-HOUSE-CO-01-2016,US-HOUSE-CO-01-2016-D,US-HOUSE-CO-01-2016-R,DEM,0.6991,0.3009,0.669
2016,CO,Colorado,CO-02,2016-11-08,2012_2020,-1.29,True,DEM nominee CO-02 2016,REP nominee CO-02 2016,True,False,0.5116,0.4884,2371350,2085073,0.5364,0.4636,231651,DEM,-1.29,4.0,-0.1,-0.0004,0.4,545350,District Panel Polling,600,lv,nonpartisan,mixed,56.54,43.46,US-HOUSE-CO-02-2016,US-HOUSE-CO-02-2016-D,US-HOUSE-CO-02-2016-R,DEM,0.5116,0.4884,0.5654
2016,CO,Colorado,CO-03,2016-11-08,2012_2020,7.37,False,DEM nominee CO-03 2016,REP nominee CO-03 2016,True,False,0.6363,0.3637,343619,264122,0.6071,0.3929,214812,DEM,7.37,4.0,-0.1,-0.6749,0.4,563176,District Panel Polling,400,lv,nonpartisan,mixed,63.24,36.76,US-HOUSE-CO-03-2016,US-HOUSE-CO-03-2016-D,US-HOUSE-CO-03-2016-R,DEM,0.6363,0.3637,0.6324
2016,CO,Colorado,CO-04,2016-11-08,2012_2020,-9.93,False,DEM nominee CO-04 2016,REP nominee CO-04 2016,False,True,0.3772,0.6228,180413,571792,0.3862,0.6138,178855,REP,-9.93,4.0,-0.1,-1.0614,0.4,495665,District Panel Polling,400,lv,nonpartisan,mixed,39.94,60.06,US-HOUSE-CO-04-2016,US-HOUSE-CO-04-2016-D,US-HOUSE-CO-04-2016-R,REP,0.3772,0.6228,0.3994
2016,CO,Colorado,CO-05,2016-11-08,2012_2020,8.69,False,DEM nominee CO-05 2016,REP nominee CO-05 2016,True,False,0.6408,0.3592,200357,293725,0.6123,0.3877,198481,DEM,8.69,4.0,-0.1,0.5556,0.4,516456,District Panel Polling,400,lv,nonpartisan,mixed,61.73,38.27,US-HOUSE-CO-05-2016,US-HOUSE-CO-05-2016-D,US-HOUSE-CO-05-2016-R,DEM,0.6408,0.3592,0.6173
2016,CO,Colorado,CO-06,2016-11-08,2012_2020,5.23,False,DEM nominee CO-06 2016,REP nominee CO-06 2016,True,False,0.6057,0.3943,492479,737800,0.5894,0.4106,213196,DEM,5.23,4.0,-0.1,0.2662,0.4,545053,District Panel Polling,400,lv,nonpartisan,mixed,62.32,37.68,US-HOUSE-CO-06-2016,US-HOUSE-CO-06-2016-D,US-HOUSE-CO-06-2016-R,DEM,0.6057,0.3943,0.6232
2016,CO,Colorado,CO-07,2016-11-08,2012_2020,-7.09,False,DEM nominee CO-07 2016,REP nominee CO-07 2016,False,True,0.3721,0.6279,539670,587374,0.3798,0.6202,242291,REP,-7.09,4.0,-0.1,-0.7996,0.4,582012,District Panel Polling,400,lv,nonpartisan,mixed,40.2,59.8,US-HOUSE-CO-07-2016,US-HOUSE-CO-07-2016-D,US-HOUSE-CO-07-2016-R,REP,0.3721,0.6279,0.402
2016,CO,Colorado,CO-08,2016-11-08,2012_2020,10.51,False,DEM nominee CO-08 2016,REP nominee CO-08 2016,True,False,0.5882,0.4118,387281,341876,0.6039,0.3961,235130,DEM,10.51,4.0,-0.1,-1.1948,0.4,552587,District Panel Polling,400,lv,nonpartisan,mixed,61.61,38.39,US-HOUSE-CO-08-2016,US-HOUSE-CO-08-2016-D,US-HOUSE-CO-08-2016-R,DEM,0.5882,0.4118,0.6161
2016,CT,Connecticut,CT-01,2016-11-08,2012_2020,11.14,False,DEM nominee CT-01 2016,REP nominee CT-01 2016,True,False,0.6634,0.3366,176125,497303,0.6488,0.3512,219897,DEM,11.14,4.0,-0.1,-1.4995,0.4,518647,District Panel Polling,400,lv,nonpartisan,mixed,68.22,31.78,US-HOUSE-CT-01-2016,US-HOUSE-CT-01-2016-D,US-HOUSE-CT-01-2016-R,DEM,0.6634,0.3366,0.6822
2016,CT,Connecticut,CT-02,2016-11-08,2012_2020,23.32,False,DEM nominee CT-02 2016,REP nominee CT-02 2016,True,False,0.7848,0.2152,693994,336150,0.7803,0.2197,227421,DEM,23.32,4.0,-0.1,1.5393,0.4,526790,District Panel Polling,400,lv,nonpartisan,mixed,76.46,23.54,US-HOUSE-CT-02-2016,US-HOUSE-CT-02-2016-D,US-HOUSE-CT-02-2016-R,DEM,0.7848,0.2152,0.7646
2016,CT,Connecticut,CT-03,2016-11-08,2012_2020,15.27,False,DEM nominee CT-03 2016,REP nominee CT-03 2016,True,False,0.6829,0.3171,447461,451234,0.6811,0.3189,260402,DEM,15.27,4.0,-0.1,-0.5999,0.4,594196,District Panel Polling,400,lv,nonpartisan,mixed,70.2,29.8,US-HOUSE-CT-03-2016,US-HOUSE-CT-03-2016-D,US-HOUSE-CT-03-2016-R,DEM,0.6829,0.3171,0.702
2016,CT,Connecticut,CT-04,2016-11-08,2012_2020,5.97,False,DEM nominee CT-04 2016,REP nominee CT-04 2016,True,False,0.6111,0.3889,283530,211080,0.6125,0.3875,182463,DEM,5.97,4.0,-0.1,0.2876,0.4,493575,District Panel Polling,400,lv,nonpartisan,mixed,62.26,37.74,US-HOUSE-CT-04-2016,US-HOUSE-CT-04-2016-D,US-HOUSE-CT-04-2016-R,DEM,0.6111,0.3889,0.6226
2016,CT,Connecticut,CT-05,2016-11-08,2012_2020,-1.52,True,DEM nominee CT-05 2016,REP nominee CT-05 2016,False,True,0.4557,0.5443,1284948,2025155,0.4413,0.5587,190824,REP,-1.52,4.0,-0.1,1.72,0.4,521238,District Panel Polling,600,lv,nonpartisan,mixed,43.61,56.39,US-HOUSE-CT-05-2016,US-HOUSE-CT-05-2016-D,US-HOUSE-CT-05-2016-R,REP,0.4557,0.5443,0.4361
2016,DE,Delaware,DE-01,2016-11-08,2012_2020,4.81,True,DEM nominee DE-01 2016,REP nominee DE-01 2016,True,False,0.5808,0.4192,1480761,1243887,0.6021,0.3979,239295,DEM,4.81,4.0,-0.1,-0.7491,0.4,546202,District Panel Polling,600,lv,nonpartisan,mixed,58.33,41.67,US-HOUSE-DE-01-2016,US-HOUSE-DE-01-2016-D,US-HOUSE-DE-01-2016-R,DEM,0.5808,0.4192,0.5833
2016,FL,Florida,FL-01,2016-11-08,2012_2020,5.7,False,DEM nominee FL-01 2016,REP nominee FL-01 2016,True,False,0.6026,0.3974,306797,682233,0.6075,0.3925,214901,DEM,5.7,4.0,-0.1,-1.3313,0.4,503795,District Panel Polling,400,lv,nonpartisan,mixed,59.26,40.74,US-HOUSE-FL-01-2016,US-HOUSE-FL-01-2016-D,US-HOUSE-FL-01-2016-R,DEM,0.6026,0.3974,0.5926
2016,FL,Florida,FL-02,2016-11-08,2012_2020,2.07,True,DEM nominee FL-02 2016,REP nominee FL-02 2016,True,False,0.5574,0.4426,1677509,2378678,0.5294,0.4706,215266,DEM,2.07,4.0,-0.1,1.0809,0.4,493280,District Panel Polling,600,lv,nonpartisan,mixed,53.55,46.45,US-HOUSE-FL-02-2016,US-HOUSE-FL-02-2016-D,US-HOUSE-FL-02-2016-R,DEM,0.5574,0.4426,0.5355
2016,FL,Florida,FL-03,2016-11-08,2012_2020,11.99,False,DEM nominee FL-03 2016,REP nominee FL-03 2016,True,False,0.6326,0.3674,188576,152115,0.6466,0.3534,260906,DEM,11.99,4.0,-0.1,0.3083,0.4,614867,District Panel Polling,400,lv,nonpartisan,mixed,67.19,32.81,US-HOUSE-FL-03-2016,US-HOUSE-FL-03-2016-D,US-HOUSE-FL-03-2016-R,DEM,0.6326,0.3674,0.6719
2016,FL,Florida,FL-04,2016-11-08,2012_2020,-5.4,False,DEM nominee FL-04 2016,REP nominee FL-04 2016,False,True,0.4078,0.5922,352893,333554,0.3962,0.6038,222189,REP,-5.4,4.0,-0.1,1.5814,0.4,591489,District Panel Polling,400,lv,nonpartisan,mixed,41.73,58.27,US-HOUSE-FL-04-2016,US-HOUSE-FL-04-2016-D,US-HOUSE-FL-04-2016-R,REP,0.4078,0.5922,0.4173
2016,FL,Florida,FL-05,2016-11-08,2012_2020,-17.24,False,DEM nominee FL-05 2016,REP nominee FL-05 2016,False,True,0.261,0.739,504484,215253,0.2689,0.7311,229524,REP,-17.24,4.0,-0.1,-0.9649,0.4,579189,District Panel Polling,400,lv,nonpartisan,mixed,26.46,73.54,US-HOUSE-FL-05-2016,US-HOUSE-FL-05-2016-D,US-HOUSE-FL-05-2016-R,REP,0.261,0.739,0.2646
2016,FL,Florida,FL-06,2016-11-08,2012_2020,-1.12,False,DEM nominee FL-06 2016,REP nominee FL-06 2016,False,True,0.4198,0.5802,233002,548157,0.4385,0.5615,228385,REP,-1.12,4.0,-0.1,0.4334,0.4,598872,District Panel Polling,400,lv,nonpartisan,mixed,43.57,56.43,US-HOUSE-FL-06-2016,US-HOUSE-FL-06-2016-D,US-HOUSE-FL-06-2016-R,REP,0.4198,0.5802,0.4357
2016,FL,Florida,FL-07,2016-11-08,2012_2020,1.08,True,DEM nominee FL-07 2016,REP nominee FL-07 2016,True,False,0.4932,0.5068,1191108,2448577,0.52,0.48,203722,DEM,1.08,4.0,-0.1,1.8251,0.4,534432,District Panel Polling,600,lv,nonpartisan,mixed,50.26,49.74,US-HOUSE-FL-07-2016,US-HOUSE-FL-07-2016-D,US-HOUSE-FL-07-2016-R,DEM,0.4932,0.5068,0.5026
2016,FL,Florida,FL-08,2016-11-08,2012_2020,12.33,False,DEM nominee FL-08 2016,REP nominee FL-08 2016,True,False,0.6395,0.3605,415849,169502,0.6379,0.3621,207976,DEM,12.33,4.0,-0.1,-0.28,0.4,542703,District Panel Polling,400,lv,nonpartisan,mixed,61.01,38.99,US-HOUSE-FL-08-2016,US-HOUSE-FL-08-2016-D,US-HOUSE-FL-08-2016-R,DEM,0.6395,0.3605,0.6101
2016,FL,Florida,FL-09,2016-11-08,2012_2020,-3.76,False,DEM nominee FL-09 2016,REP nominee FL-09 2016,False,True,0.3934,0.6066,749583,748596,0.4176,0.5824,221439,REP,-3.76,4.0,-0.1,0.61,0.4,609150,District Panel Polling,400,lv,nonpartisan,mixed,42.88,57.12,US-HOUSE-FL-09-2016,US-HOUSE-FL-09-2016-D,US-HOUSE-FL-09-2016-R,REP,0.3934,0.6066,0.4288
2016,FL,Florida,FL-10,2016-11-08,2012_2020,2.42,True,DEM nominee FL-10 2016,REP nominee FL-10 2016,True,False,0.5709,0.4291,1572980,1168110,0.573,0.427,245517,DEM,2.42,4.0,-0.1,-0.6358,0.4,572199,District Panel Polling,600,lv,nonpartisan,mixed,58.88,41.12,US-HOUSE-FL-10-2016,US-HOUSE-FL-10-2016-D,US-HOUSE-FL-10-2016-R,DEM,0.5709,0.4291,0.5888
2016,FL,Florida,FL-11,2016-11-08,2012_2020,-15.69,False,DEM nominee FL-11 2016,REP nominee FL-11 2016,False,True,0.2459,0.7541,580814,680842,0.2674,0.7326,220319,REP,-15.69,4.0,-0.1,1.702,0.4,521733,District Panel Polling,400,lv,nonpartisan,mixed,28.15,71.85,US-HOUSE-FL-11-2016,US-HOUSE-FL-11-2016-D,US-HOUSE-FL-11-2016-R,REP,0.2459,0.7541,0.2815
2016,FL,Florida,FL-12,2016-11-08,2012_2020,-16.79,False,DEM nominee FL-12 2016,REP nominee FL-12 2016,False,True,0.2493,0.7507,220945,322795,0.2759,0.7241,236501,REP,-16.79,4.0,-0.1,-1.7534,0.4,630256,District Panel Polling,400,lv,nonpartisan,mixed,27.67,72.33,US-HOUSE-FL-12-2016,US-HOUSE-FL-12-2016-D,US-HOUSE-FL-12-2016-R,REP,0.2493,0.7507,0.2767
2016,FL,Florida,FL-13,2016-11-08,2012_2020,3.45,True,DEM nominee FL-13 2016,REP nominee FL-13 2016,True,False,0.5685,0.4315,1013209,1968574,0.5561,0.4439,218163,DEM,3.45,4.0,-0.1,-0.5263,0.4,579287,District Panel Polling,600,lv,nonpartisan,mixed,57.29,42.71,US-HOUSE-FL-13-2016,US-HOUSE-FL-13-2016-D,US-HOUSE-FL-13-2016-R,DEM,0.5685,0.4315,0.5729
2016,FL,Florida,FL-14,2016-11-08,2012_2020,-18.95,False,DEM nominee FL-14 2016,REP nominee FL-14 2016,False,True,0.2816,0.7184,250446,651066,0.2575,0.7425,189751,REP,-18.95,4.0,-0.1,-0.8854,0.4,513687,District Panel Polling,400,lv,nonpartisan,mixed,22.75,77.25,US-HOUSE-FL-14-2016,US-HOUSE-FL-14-2016-D,US-HOUSE-FL-14-2016-R,REP,0.2816,0.7184,0.2275
2016,FL,Florida,FL-15,2016-11-08,2012_2020,-8.3,False,DEM nominee FL-15 2016,REP nominee FL-15 2016,False,True,0.374,0.626,587988,457778,0.3546,0.6454,265179,REP,-8.3,4.0,-0.1,-1.8419,0.4,606009,District Panel Polling,400,lv,nonpartisan,mixed,36.48,63.52,US-HOUSE-FL-15-2016,US-HOUSE-FL-15-2016-D,US-HOUSE-FL-15-2016-R,REP,0.374,0.626,0.3648
2016,FL,Florida,FL-16,2016-11-08,2012_2020,-10.36,False,DEM nominee FL-16 2016,REP nominee FL-16 2016,False,True,0.3068,0.6932,703247,742116,0.3179,0.6821,201294,REP,-10.36,4.0,-0.1,-0.2961,0.4,468800,District Panel Polling,400,lv,nonpartisan,mixed,29.16,70.84,US-HOUSE-FL-16-2016,US-HOUSE-FL-16-2016-D,US-HOUSE-FL-16-2016-R,REP,0.3068,0.6932,0.2916
2016,FL,Florida,FL-17,2016-11-08,2012_2020,8.9,False,DEM nominee FL-17 2016,REP nominee FL-17 2016,True,False,0.6142,0.3858,323669,604805,0.622,0.378,182444,DEM,8.9,4.0,-0.1,-1.6578,0.4,476651,District Panel Polling,400,lv,nonpartisan,mixed,60.58,39.42,US-HOUSE-FL-17-2016,US-HOUSE-FL-17-2016-D,US-HOUSE-FL-17-2016-R,DEM,0.6142,0.3858,0.6058
2016,FL,Florida,FL-18,2016-11-08,2012_2020,-3.76,False,DEM nominee FL-18 2016,REP nominee FL-18 2016,False,True,0.3955,0.6045,380126,635190,0.3828,0.6172,201133,REP,-3.76,4.0,-0.1,1.5677,0.4,472427,District Panel Polling,400,lv,nonpartisan,mixed,38.05,61.95,US-HOUSE-FL-18-2016,US-HOUSE-FL-18-2016-D,US-HOUSE-FL-18-2016-R,REP,0.3955,0.6045,0.3805
2016,FL,Florida,FL-19,2016-11-08,2012_2020,-11.53,False,DEM nominee FL-19 2016,REP nominee FL-19 2016,False,True,0.3817,0.6183,289145,419898,0.3667,0.6333,255792,REP,-11.53,4.0,-0.1,0.226,0.4,626369,District Panel Polling,400,lv,nonpartisan,mixed,34.62,65.38,US-HOUSE-FL-19-2016,US-HOUSE-FL-19-2016-D,US-HOUSE-FL-19-2016-R,REP,0.3817,0.6183,0.3462
2016,FL,Florida,FL-20,2016-11-08,2012_2020,-8.59,False,DEM nominee FL-20 2016,REP nominee FL-20 2016,False,True,0.3963,0.6037,438350,500426,0.3672,0.6328,192090,REP,-8.59,4.0,-0.1,0.958,0.4,475379,District Panel Polling,400,lv,nonpartisan,mixed,34.49,65.51,US-HOUSE-FL-20-2016,US-HOUSE-FL-20-2016-D,US-HOUSE-FL-20-2016-R,REP,0.3963,0.6037,0.3449
2016,FL,Florida,FL-21,2016-11-08,2012_2020,11.58,False,DEM nominee FL-21 2016,REP nominee FL-21 2016,True,False,0.6548,0.3452,704979,618995,0.6587,0.3413,232594,DEM,11.58,4.0,-0.1,0.4647,0.4,628670,District Panel Polling,400,lv,nonpartisan,mixed,62.91,37.09,US-HOUSE-FL-21-2016,US-HOUSE-FL-21-2016-D,US-HOUSE-FL-21-2016-R,DEM,0.6548,0.3452,0.6291
2016,FL,Florida,FL-22,2016-11-08,2012_2020,11.19,False,DEM nominee FL-22 2016,REP nominee FL-22 2016,True,False,0.6329,0.3671,541567,229768,0.6559,0.3441,226880,DEM,11.19,4.0,-0.1,0.2368,0.4,556125,District Panel Polling,400,lv,nonpartisan,mixed,64.1,35.9,US-HOUSE-FL-22-2016,US-HOUSE-FL-22-2016-D,US-HOUSE-FL-22-2016-R,DEM,0.6329,0.3671,0.641
2016,FL,Florida,FL-23,2016-11-08,2012_2020,3.16,True,DEM nominee FL-23 2016,REP nominee FL-23 2016,True,False,0.5843,0.4157,957460,2620428,0.5574,0.4426,247461,DEM,3.16,4.0,-0.1,1.3954,0.4,604011,District Panel Polling,600,lv,nonpartisan,mixed,56.99,43.01,US-HOUSE-FL-23-2016,US-HOUSE-FL-23-2016-D,US-HOUSE-FL-23-2016-R,DEM,0.5843,0.4157,0.5699
2016,FL,Florida,FL-24,2016-11-08,2012_2020,2.95,True,DEM nominee FL-24 2016,REP nominee FL-24 2016,True,False,0.53,0.47,2266555,1537989,0.5563,0.4437,208372,DEM,2.95,4.0,-0.1,1.2101,0.4,519643,District Panel Polling,600,lv,nonpartisan,mixed,55.06,44.94,US-HOUSE-FL-24-2016,US-HOUSE-FL-24-2016-D,US-HOUSE-FL-24-2016-R,DEM,0.53,0.47,0.5506
2016,FL,Florida,FL-25,2016-11-08,2012_2020,-16.03,False,DEM nominee FL-25 2016,REP nominee FL-25 2016,False,True,0.262,0.738,489585,404107,0.2713,0.7287,217409,REP,-16.03,4.0,-0.1,-1.563,0.4,548252,District Panel Polling,400,lv,nonpartisan,mixed,29.51,70.49,US-HOUSE-FL-25-2016,US-HOUSE-FL-25-2016-D,US-HOUSE-FL-25-2016-R,REP,0.262,0.738,0.2951
2016,FL,Florida,FL-26,2016-11-08,2012_2020,8.98,False,DEM nominee FL-26 2016,REP nominee FL-26 2016,True,False,0.6383,0.3617,540983,409681,0.6281,0.3719,223009,DEM,8.98,4.0,-0.1,-1.9927,0.4,579699,District Panel Polling,400,lv,nonpartisan,mixed,64.61,35.39,US-HOUSE-FL-26-2016,US-HOUSE-FL-26-2016-D,US-HOUSE-FL-26-2016-R,DEM,0.6383,0.3617,0.6461
